C,Accuracy,Precision,Recall,F1,POD,FAR,CSI,HSS
0.01,0.6832191780821918,0.3592814371257485,0.7860262008733624,0.4931506849315068,0.7860262008733624,0.6407185628742516,0.32727272727272727,0.3478199119443261
0.1,0.6823630136986302,0.35856573705179284,0.7860262008733624,0.49247606019151846,0.7860262008733624,0.6414342629482072,0.32667876588021777,0.34688175213838573
1.0,0.6823630136986302,0.35856573705179284,0.7860262008733624,0.49247606019151846,0.7860262008733624,0.6414342629482072,0.32667876588021777,0.34688175213838573
10.0,0.6823630136986302,0.35856573705179284,0.7860262008733624,0.49247606019151846,0.7860262008733624,0.6414342629482072,0.32667876588021777,0.34688175213838573
